"ID (do not edit)","Content type","Element type","Source language (EN)","Target language (ZH)"
"{""contentId"":""c91698c8-8cb4-4688-96d7-32ba9abc7cbd"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""c91698c8-8cb4-4688-96d7-32ba9abc7cbd"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""c91698c8-8cb4-4688-96d7-32ba9abc7cbd"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","MMW-924.JPG","MMW-924.JPG"
"{""contentId"":""c926dd9b-fd9d-424b-9370-8ab139c839b9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_7"" style=""font-size: 18px; line-height: 1.8em; text-align: center;""><span style=""font-size:18px;""><span style=""color:#FFFFFF""><span style=""font-style:normal""><span style=""font-family:proxima-n-w01-reg,proxima-n-w05-reg,sans-serif""><span style=""font-weight:400"">We have earned the trust of leading advocates, organizations and schools within the neurodiversity movement, solidifying our commitment to fostering a more cohesive society.</span></span></span></span></span></p>","<p class=""font_7"" style=""font-size: 18px; line-height: 1.8em; text-align: center;""><span style=""font-size:18px;""><span style=""color:#FFFFFF""><span style=""font-style:normal""><span style=""font-family:proxima-n-w01-reg,proxima-n-w05-reg,sans-serif""><span style=""font-weight:400"">我們贏得了神經多樣性運動中主要倡導者、組織和學校的信任，鞏固了我們對培養更具凝聚力的社會的承諾。</span></span></span></span></span></p>"
"{""contentId"":""c9f5e183-efd4-4bc2-8328-2767bbd13f4c"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">Those unfamiliar with the concept of neurodiversity may often misunderstand it as either a mere perspective or a platform for individuals with neurological conditions to voice their opinions. However, the true essence of neurodiversity is far more profound.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">At its core, neurodiversity recognizes the remarkable diversity of the human mind and cognitive abilities. It is a movement that emphasizes the inherent worth and rights of neurodivergent individuals as equal and valuable members of society. In fact, neurodiversity can be seen as a subset of the broader notion of &quot;biodiversity&quot; - the rich tapestry of life on our planet.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"" style=""line-height:1.6em"">Far from a narrow perspective or a platform for a select few, the neurodiversity movement represents a holistic understanding of the richness and complexity of the human experience. It is a powerful call to embrace the diversity of our minds and to create a more equitable and supportive world for all.&nbsp;</p>","<p class=""font_8"">那些不熟悉神經多樣性概念的人可能經常將其誤解為純粹的觀點或神經系統疾病患者表達意見的平台。然而，神經多樣性的真正本質要深刻得多。</p><p class=""font_8""></p><p class=""font_8"">神經多樣性的核心是認識到人類思維和認知能力的顯著多樣性。這是一場強調神經分歧個體作為平等和有價值的社會成員的固有價值和權利的運動。事實上，神經多樣性可以被視為更廣泛的「生物多樣性」概念的子集——我們星球上豐富的生命掛毯。</p><p class=""font_8""></p><p class=""font_8"" style=""line-height:1.6em"">神經多樣性運動遠非狹隘的視角或少數人的平台，它代表了對人類經驗的豐富性和複雜性的整體理解。這是一個強而有力的呼籲，要求我們擁抱思想的多樣性，為所有人創造一個更公平和支持性的世界。</p>"
"{""contentId"":""cb8599a8-fd48-44b3-948a-aace9b168ac5"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<ul class=""font_8"" style=""font-size:16px"">
	<li style=""line-height:1.5em"">
	<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">dedicates their time and energy to directly contributing to the initiatives&nbsp;</span></p>
	</li>
	<li style=""line-height:1.5em"">
	<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">offering their skills, labour, and personal involvement to advance the goals of NDAHK&nbsp; &nbsp;</span></p>
	</li>
</ul>","<ul class=""font_8"" style=""font-size:16px"">
	<li style=""line-height:1.5em""><p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">投入時間和精力直接為這些措施做出貢獻</span></p></li><li style=""line-height:1.5em""><p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">提供他們的技能、勞動力和個人參與來推進 NDAHK 的目標</span></p></li>
</ul>"
"{""contentId"":""cc035e04-412a-4a8e-b698-5a197f052202"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""color:#8B0000;""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Neurodiversity</span></span></span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold;""><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-size:14px"">腦力多元</span></span></span></span><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-size:14px"">性</span></span></span></span></span></p>"
"{""contentId"":""cc8c156e-f639-489e-954a-74b2619b2cb3"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">Miss Emily Kwan &amp; Mr. Shek presented on the significance of contexts in unlocking potentials for everyone.&nbsp; Using the analogy of nuts &amp; bolts, their message underscored how identifying and nurturing the fitted contexts are the key to develop the abilities and talents of neurodiverse individuals.</span></p>",
"{""contentId"":""ccfcf5c2-e2fa-4c39-8910-746da9d8581a"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_482379b4b1d44a61999f9005fd85f91b~mv2.jpeg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""ccfcf5c2-e2fa-4c39-8910-746da9d8581a"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""ccfcf5c2-e2fa-4c39-8910-746da9d8581a"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""ccfcf5c2-e2fa-4c39-8910-746da9d8581a"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","2023.12 Convening.jpeg","2023.12 召開.jpeg"
"{""contentId"":""ccfeb744-9e27-42d3-a9f5-363897b3985b"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2"" style=""font-size:20px; text-align:center""><span class=""color_11""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-size:32px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">Interpersonal Level</span></span></span></span></span></span></h2>","<h2 class=""font_2"" style=""font-size:20px; text-align:center""><span class=""color_11""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-size:32px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">人際層面</span></span></span></span></span></span></h2>"
"{""contentId"":""ce5d7d54-b8a5-43d6-ae4c-f7ff14b21ab2"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"" style=""font-size:56px; line-height:1.2em; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">Theoretical Framework</span></span></span></span></h1>","<h1 class=""font_0"" style=""font-size:56px; line-height:1.2em; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">理論架構</span></span></span></span></h1>"
"{""contentId"":""cf29eaa0-8563-42bc-aab4-39e447303664"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","8a7c18_2549343e70eb4890ae3c05326e92c501~mv2.jpg","8a7c18_2549343e70eb4890ae3c05326e92c501~mv2.jpg"
"{""contentId"":""cf29eaa0-8563-42bc-aab4-39e447303664"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""cf29eaa0-8563-42bc-aab4-39e447303664"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""cf29eaa0-8563-42bc-aab4-39e447303664"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","YGN Logo png.jpg","YGN 標誌 png.jpg"
"{""contentId"":""cf4a78a7-7ced-4d3f-b236-95bed4176ba9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size: 16px;""><span style=""font-size:16px;"">Dr. Lawrence Fung is the Director of the Stanford Neurodiversity Project, Director of the Neurodiversity Clinic, and principal investigator at the Fung Lab. He is also an associate professor at the Department of Psychiatry and Behavioral Sciences at Stanford University.&nbsp; His work, which focuses on autism and neurodiversity, traverses from multi-modal neuroimaging studies to a new conceptualization of neurodiversity and its application to clinical, educational, and employment settings. &nbsp;</span></p>

<p class=""font_8"" style=""font-size: 16px;"">&nbsp;</p>

<p class=""font_8"" style=""font-size: 16px;""><span style=""font-size:16px;"">Using a community-based participatory research approach, his team devises and implements novel interventions to improve the lives of neurodiverse individuals by maximizing their potential and productivity, as well as educating the general public about what neurodiversity is.&nbsp; His work has been supported by various agencies, including the National Institutes of Health, Autism Speaks, California Department of Developmental Services, California Department of Rehabilitation, and philanthropy.&nbsp; He received his Ph.D. in chemical engineering from Cornell University and his M.D. from George Washington University. He completed his general psychiatry residency, child and adolescent psychiatry fellowship, and postdoctoral research fellowship at Stanford.</span></p>",
"{""contentId"":""cfe2b39d-de8d-48d7-ad1c-d3b1524c49c6"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_50c56df3ef0045bb9c56b6b4846012df~mv2.jpeg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""cfe2b39d-de8d-48d7-ad1c-d3b1524c49c6"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""cfe2b39d-de8d-48d7-ad1c-d3b1524c49c6"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""cfe2b39d-de8d-48d7-ad1c-d3b1524c49c6"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","WhatsApp Image 2024-03-25 at 12.29.02 PM.jpeg","WhatsApp 圖片 2024-03-25 12.29.02 PM.jpeg"
"{""contentId"":""d097857d-802e-48b4-a777-c65e9e251032"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">The Chuk Yan Center and HASS Lab crossover event highlighted how positive attributes emerged through art activities and steps.&nbsp; In our post discussion, we spoke on the importance of positive language in interpreting behaviors and its role in shaping perspectives on neurodiversity.</span></p>",
"{""contentId"":""d0c5ef66-e679-4308-9b4b-096238b0cc6c"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_18852ab455fb43cf8dd0c16a63bb2867~mv2.png","1af91d_18852ab455fb43cf8dd0c16a63bb2867~mv2.png"
"{""contentId"":""d0c5ef66-e679-4308-9b4b-096238b0cc6c"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","NDAHK","國家發展局"
"{""contentId"":""d0c5ef66-e679-4308-9b4b-096238b0cc6c"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","Screenshot 2024-06-23 at 9.31.19 PM.png","截圖 2024-06-23 9.31.19 PM.png"
"{""contentId"":""d0df4bee-d319-41f1-9974-3e4b2eb51c98"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">HASS Lab advocates for artistic thinking and presents alternative perspectives on the success of marginalized communities. Their &quot;Boredism Exhibition&quot; showcased a wide range of creativity stemming from boredom. Our roundtable also discussed the paradigm shift needed to promote neurodiversity.</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">HASS 實驗室倡導藝術思維，並就邊緣化社群的成功提出不同的觀點。他們的「無聊展」展現了源自無聊的廣泛創造力。我們的圓桌會議也討論了促進神經多樣性所需的典範轉移。</span></p>"
"{""contentId"":""d223d203-b054-451e-8758-d479976f8236"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Meeting with Principals&nbsp;</span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">與校長會面 </span></p>"
"{""contentId"":""d2bfd9fe-5f42-4814-998a-116b8313ae45"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h5 class=""font_5"" style=""text-align:center""><span style=""color:#FFFFFF;""><span style=""font-weight:normal"">&ldquo;The impact of NDAHK&#39;s is going to change the attitudes towards neurodivergent and we will all benefit from their untapped potentials&quot;</span></span></h5>","<h5 class=""font_5"" style=""text-align:center""><span style=""color:#FFFFFF;""><span style=""font-weight:normal"">“NDAHK 的影響將改變人們對神經分歧者的態度，我們都將從他們尚未開發的潛力中受益”</span></span></h5>"
"{""contentId"":""d47f616d-2540-48a2-87cb-e3b1643b5498"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span class=""color_40""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Neurodivergent</span></span></span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-size:18px""><span style=""color:#FFFFFF""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a></span></span></span></span></span><span style=""color:#3D9BE9""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:26px"">人仕</span></span></span></span></p>"
"{""contentId"":""d5332ad8-93a7-4b1a-9f92-9d548ef95d7b"",""fieldId"":""compFeatures.stylableButton.data.label"",""sequencePath"":[]}","TEXT","wixui.StylableButton","Join Us","加入我們"
"{""contentId"":""d5c40189-c3cf-4461-81ff-c22245bdf322"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal""><span style=""color:#000000;""><span style=""font-size:26px"">Professor of Harvard Business School</span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal""><span style=""color:#000000;""><span style=""font-size:26px"">哈佛商學院教授</span></span></p>"
"{""contentId"":""d60d2d1f-4a92-4bae-9037-47922f535413"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","8a7c18_08c296f06fc14b3ba5a5ee66c74ec3e4~mv2.png","8a7c18_08c296f06fc14b3ba5a5ee66c74ec3e4~mv2.png"
"{""contentId"":""d60d2d1f-4a92-4bae-9037-47922f535413"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d60d2d1f-4a92-4bae-9037-47922f535413"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d60d2d1f-4a92-4bae-9037-47922f535413"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","HASS","HASS"
"{""contentId"":""d62c05d8-ac3d-4396-8592-406b1a813ba8"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.8em""><span style=""font-weight:bold""><span style=""color:#FFFFFF""><span style=""font-size:18px"">NeuroDiversity Association Hong Kong (NDAHK) was established to enhance awareness and celebration of neurodiversity.&nbsp; Starting off as a passionate project from a group of shapers, NDAHK evolved to formalize our activities and collaborations.&nbsp; Today, our association stands as a vital advocate for neurodiversity in our community.&nbsp;</span></span></span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.8em""><span style=""font-weight:bold""><span style=""color:#FFFFFF""><span style=""font-size:18px"">香港腦力多元協會（NDAHK）的成立是為了提高人們對腦力多元性的認識和慶祝。 NDAHK 最初是由一群塑造者發起的一個充滿熱情的項目，後來不斷發展，正式化我們的活動和合作。今天，我們協會是我們社區腦力多元的重要倡導者。 </span></span></span></p>"
"{""contentId"":""d65cbbd7-9e55-42aa-b21a-c8d3594c6f0b"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:18px; line-height:1.8em""><span style=""font-weight:bold;""><span style=""font-size:18px""><span style=""color:#FFFFFF"">There are many myths about neurodiversity.&nbsp; While the list may change, there are a few common misconceptions and they are particularly important to be addressed.</span></span></span></p>","<p class=""font_8"" style=""font-size:18px; line-height:1.8em""><span style=""font-weight:bold""><span style=""font-size:18px""><span style=""color:#FFFFFF"">關於</span></span>腦力多元性<span style=""font-size:18px""><span style=""color:#FFFFFF"">有很多誤解。雖然該清單可能會發生變化，但存在一些常見的誤解，解決這些誤解尤其重要。</span></span></span></p>"
"{""contentId"":""d7368246-ed8b-461a-b461-a2bacdb382d7"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_0"" style=""font-size:56px; line-height:normal; text-align:center""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">Positive Psychiatry Framework</span></span></span></span></h2>","<h2 class=""font_0"" style=""font-size:56px; line-height:normal; text-align:center""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">正向的精神病學框架</span></span></span></span></h2>"
"{""contentId"":""d759a0e5-95ec-415e-ba0b-d8e295577c6d"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Neurodiversity </span></p>

<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Celebration Week at YCA</span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">神經多樣性</span></p><p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">YCA 慶祝週</span></p>"
"{""contentId"":""d76da931-ce3c-4449-b86c-2291a158ac23"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">Our Inaugural Event was so successfully held!&nbsp; The event attracted more than a hundred professionals, organizational representatives, educators and individuals who are passionate about neurodiversity.&nbsp; We also had an extended session for in-depth discussions of implement the model.</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">我們的首屆活動舉辦得如此成功！這項活動吸引了一百多名熱衷於神經多樣性的專業人士、組織代表、教育工作者和個人。我們還舉行了一次延長會議，深入討論實施該模型。</span></p>"
"{""contentId"":""d7713183-aa9f-40f4-b3b7-789480c53da4"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_e5159d4e346f4485aa42efccc283fe5c~mv2.png",
"{""contentId"":""d7713183-aa9f-40f4-b3b7-789480c53da4"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d7713183-aa9f-40f4-b3b7-789480c53da4"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d7935019-b1d7-4481-b6c2-b33b4ef77806"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:18px; line-height:1.8em; text-align:center""><span style=""font-weight:bold;""><span style=""font-size:18px""><span style=""color:#FFFFFF"">Let&#39;s learn some neurodiversity vocabulary together!&nbsp;</span></span></span></p>","<p class=""font_8"" style=""font-size:18px; line-height:1.8em; text-align:center""><span style=""font-weight:bold;""><span style=""font-size:18px""><span style=""color:#FFFFFF"">讓我們一起學習一些</span></span>腦力多元性<span style=""font-size:18px""><span style=""color:#FFFFFF"">詞彙吧！ </span></span></span></p>"
"{""contentId"":""d7d42273-88e3-4dd8-ad51-252ad27f6db7"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_9adb3cdbece54012b2041d8dac0a3be8~mv2.jpg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""d7d42273-88e3-4dd8-ad51-252ad27f6db7"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d7d42273-88e3-4dd8-ad51-252ad27f6db7"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d7d42273-88e3-4dd8-ad51-252ad27f6db7"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","32204e4d-34b9-4bb8-a64a-0075bbd2e39d.JPG","32204e4d-34b9-4bb8-a64a-0075bbd2e39d.JPG"
"{""contentId"":""d7e3024a-c1aa-48f9-8485-9cf7bbbe4771"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal;""><span style=""font-size:20px"">advocates for attitude system and policy change to align with the neurodiversity paradigm</span></span></blockquote>","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">倡導態度系統和政策改變，以符合</span></span><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-weight:400""><span style=""font-size:14px"">腦力多元</span></span></span></span></span><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-weight:400""><span style=""font-size:14px"">性</span></span></span></span></span><span style=""font-weight:normal""><span style=""font-size:20px"">範式</span></span></blockquote>"
"{""contentId"":""d80cd652-f0b7-4f4a-a8b2-bf9e8735002f"",""fieldId"":""lcf_online_intro"",""sequencePath"":[]}","TEXT","wix-chat_lcf","Hey there, please leave your details so we can contact you even if you are no longer on the site.",
"{""contentId"":""d80cd652-f0b7-4f4a-a8b2-bf9e8735002f"",""fieldId"":""lcf_online_thank-you"",""sequencePath"":[]}","TEXT","wix-chat_lcf","Thanks! Message us here.",
"{""contentId"":""d80cd652-f0b7-4f4a-a8b2-bf9e8735002f"",""fieldId"":""lcf_offline_intro"",""sequencePath"":[]}","TEXT","wix-chat_lcf","To send us a message, first leave your contact info so we can get back to you.",
"{""contentId"":""d80cd652-f0b7-4f4a-a8b2-bf9e8735002f"",""fieldId"":""lcf_offline_thank-you"",""sequencePath"":[]}","TEXT","wix-chat_lcf","Thanks! Message us here.",
"{""contentId"":""d96da5e7-5985-42b7-9c9c-dbae0d033121"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_f295f2b55ca44412a8e61829caee0c88~mv2.jpg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""d96da5e7-5985-42b7-9c9c-dbae0d033121"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d96da5e7-5985-42b7-9c9c-dbae0d033121"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""d96da5e7-5985-42b7-9c9c-dbae0d033121"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","PHOTO-2023-09-06-09-42-20.jpg","照片-2023-09-06-09-42-20.jpg"
"{""contentId"":""daba6358-5d68-4f0d-a20d-1a920bde2f9f"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2"" style=""font-size:20px; text-align:center""><span class=""color_11""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-size:32px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">Policy Level</span></span></span></span></span></span></h2>","<h2 class=""font_2"" style=""font-size:20px; text-align:center""><span class=""color_11""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-size:32px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">政策層面</span></span></span></span></span></span></h2>"
"{""contentId"":""db43932c-3eae-41b5-9614-8d3311aa65f2"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_2853ff4babb64d2c93bb3a80d3272459~mv2.jpeg","1af91d_2853ff4babb64d2c93bb3a80d3272459~mv2.jpeg"
